"Month_Date","FFTR","title","text"
"1999-04-01",4.75,"",""
"1999-05-01",4.75,"",""
"1999-06-01",4.7583,"",""
"1999-07-01",5,"",""
"1999-08-01",5.0645,"",""
"1999-09-01",5.25,"",""
"1999-10-01",5.25,"",""
"1999-11-01",5.375,"",""
"1999-12-01",5.5,"",""
"2000-01-01",5.5,"",""
"2000-02-01",5.7414,"",""
"2000-03-01",5.8387,"",""
"2000-04-01",6,"",""
"2000-05-01",6.2581,"",""
"2000-06-01",6.5,"",""
"2000-07-01",6.5,"",""
"2000-08-01",6.5,"",""
"2000-09-01",6.5,"",""
"2000-10-01",6.5,"",""
"2000-11-01",6.5,"",""
"2000-12-01",6.5,"Dot-Com Easing Begins","Two January cuts lowered the target from 6.50% to 5.50%. The recession and September 11 attacks led to additional cuts during 2001."
"2001-01-01",6.0161,"",""
"2001-02-01",5.5,"",""
"2001-03-01",5.3065,"",""
"2001-04-01",4.7833,"",""
"2001-05-01",4.2258,"",""
"2001-06-01",3.9667,"",""
"2001-07-01",3.75,"",""
"2001-08-01",3.6613,"",""
"2001-09-01",3.2667,"",""
"2001-10-01",2.5161,"",""
"2001-11-01",2.0833,"",""
"2001-12-01",1.8306,"",""
"2002-01-01",1.75,"",""
"2002-02-01",1.75,"",""
"2002-03-01",1.75,"",""
"2002-04-01",1.75,"",""
"2002-05-01",1.75,"",""
"2002-06-01",1.75,"",""
"2002-07-01",1.75,"",""
"2002-08-01",1.75,"",""
"2002-09-01",1.75,"",""
"2002-10-01",1.75,"",""
"2002-11-01",1.3333,"",""
"2002-12-01",1.25,"",""
"2003-01-01",1.25,"",""
"2003-02-01",1.25,"",""
"2003-03-01",1.25,"",""
"2003-04-01",1.25,"",""
"2003-05-01",1.25,"",""
"2003-06-01",1.2,"Post-Dot-Com Low","The Fed reduced the target to 1.00% amid a weak recovery and concerns about inflation becoming too low."
"2003-07-01",1,"",""
"2003-08-01",1,"",""
"2003-09-01",1,"",""
"2003-10-01",1,"",""
"2003-11-01",1,"",""
"2003-12-01",1,"",""
"2004-01-01",1,"",""
"2004-02-01",1,"",""
"2004-03-01",1,"",""
"2004-04-01",1,"",""
"2004-05-01",1,"",""
"2004-06-01",1.0083,"",""
"2004-07-01",1.25,"",""
"2004-08-01",1.4274,"",""
"2004-09-01",1.5833,"",""
"2004-10-01",1.75,"",""
"2004-11-01",1.925,"",""
"2004-12-01",2.1452,"",""
"2005-01-01",2.25,"",""
"2005-02-01",2.4911,"",""
"2005-03-01",2.5806,"",""
"2005-04-01",2.75,"",""
"2005-05-01",2.9839,"",""
"2005-06-01",3.0083,"",""
"2005-07-01",3.25,"",""
"2005-08-01",3.4355,"",""
"2005-09-01",3.5917,"",""
"2005-10-01",3.75,"",""
"2005-11-01",4,"",""
"2005-12-01",4.1532,"",""
"2006-01-01",4.2581,"",""
"2006-02-01",4.5,"",""
"2006-03-01",4.5323,"",""
"2006-04-01",4.75,"",""
"2006-05-01",4.9274,"",""
"2006-06-01",5.0167,"Pre-Crisis Peak","The seventeenth consecutive quarter-point increase raised the target to 5.25%, where it remained until September 2007."
"2006-07-01",5.25,"",""
"2006-08-01",5.25,"",""
"2006-09-01",5.25,"",""
"2006-10-01",5.25,"",""
"2006-11-01",5.25,"",""
"2006-12-01",5.25,"",""
"2007-01-01",5.25,"",""
"2007-02-01",5.25,"",""
"2007-03-01",5.25,"",""
"2007-04-01",5.25,"",""
"2007-05-01",5.25,"",""
"2007-06-01",5.25,"Financial-Crisis Cuts Begin","As housing and credit-market problems intensified, the Fed cut the target by half a percentage point to 4.75%."
"2007-07-01",5.25,"",""
"2007-08-01",5.25,"",""
"2007-09-01",5.0333,"",""
"2007-10-01",4.7419,"",""
"2007-11-01",4.5,"",""
"2007-12-01",4.3306,"",""
"2008-01-01",3.9758,"",""
"2008-02-01",3,"",""
"2008-03-01",2.6613,"",""
"2008-04-01",2.2417,"",""
"2008-05-01",2,"",""
"2008-06-01",2,"",""
"2008-07-01",2,"",""
"2008-08-01",2,"",""
"2008-09-01",2,"",""
"2008-10-01",1.5645,"",""
"2008-11-01",1,"",""
"2008-12-01",0,"Zero Lower Bound","With the financial crisis worsening, the Fed established a 0%–0.25% target range and increasingly relied on unconventional policies such as quantitative easing."
"2009-01-01",0,"",""
"2009-02-01",0,"",""
"2009-03-01",0,"",""
"2009-04-01",0,"",""
"2009-05-01",0,"",""
"2009-06-01",0,"",""
"2009-07-01",0,"",""
"2009-08-01",0,"",""
"2009-09-01",0,"",""
"2009-10-01",0,"",""
"2009-11-01",0,"",""
"2009-12-01",0,"",""
"2010-01-01",0,"",""
"2010-02-01",0,"",""
"2010-03-01",0,"",""
"2010-04-01",0,"",""
"2010-05-01",0,"",""
"2010-06-01",0,"",""
"2010-07-01",0,"",""
"2010-08-01",0,"",""
"2010-09-01",0,"",""
"2010-10-01",0,"",""
"2010-11-01",0,"",""
"2010-12-01",0,"",""
"2011-01-01",0,"",""
"2011-02-01",0,"",""
"2011-03-01",0,"",""
"2011-04-01",0,"",""
"2011-05-01",0,"",""
"2011-06-01",0,"",""
"2011-07-01",0,"",""
"2011-08-01",0,"",""
"2011-09-01",0,"",""
"2011-10-01",0,"",""
"2011-11-01",0,"",""
"2011-12-01",0,"",""
"2012-01-01",0,"",""
"2012-02-01",0,"",""
"2012-03-01",0,"",""
"2012-04-01",0,"",""
"2012-05-01",0,"",""
"2012-06-01",0,"",""
"2012-07-01",0,"",""
"2012-08-01",0,"",""
"2012-09-01",0,"",""
"2012-10-01",0,"",""
"2012-11-01",0,"",""
"2012-12-01",0,"",""
"2013-01-01",0,"",""
"2013-02-01",0,"",""
"2013-03-01",0,"",""
"2013-04-01",0,"",""
"2013-05-01",0,"",""
"2013-06-01",0,"",""
"2013-07-01",0,"",""
"2013-08-01",0,"",""
"2013-09-01",0,"",""
"2013-10-01",0,"",""
"2013-11-01",0,"",""
"2013-12-01",0,"",""
"2014-01-01",0,"",""
"2014-02-01",0,"",""
"2014-03-01",0,"",""
"2014-04-01",0,"",""
"2014-05-01",0,"",""
"2014-06-01",0,"",""
"2014-07-01",0,"",""
"2014-08-01",0,"",""
"2014-09-01",0,"",""
"2014-10-01",0,"",""
"2014-11-01",0,"",""
"2014-12-01",0,"",""
"2015-01-01",0,"",""
"2015-02-01",0,"",""
"2015-03-01",0,"",""
"2015-04-01",0,"",""
"2015-05-01",0,"",""
"2015-06-01",0,"",""
"2015-07-01",0,"",""
"2015-08-01",0,"",""
"2015-09-01",0,"",""
"2015-10-01",0,"",""
"2015-11-01",0,"",""
"2015-12-01",0.13,"Liftoff From Zero","The Fed raised the target range to 0.25%–0.50%, its first increase since 2006 and the beginning of policy normalization."
"2016-01-01",0.25,"",""
"2016-02-01",0.25,"",""
"2016-03-01",0.25,"",""
"2016-04-01",0.25,"",""
"2016-05-01",0.25,"",""
"2016-06-01",0.25,"",""
"2016-07-01",0.25,"",""
"2016-08-01",0.25,"",""
"2016-09-01",0.25,"",""
"2016-10-01",0.25,"",""
"2016-11-01",0.25,"",""
"2016-12-01",0.4,"",""
"2017-01-01",0.5,"",""
"2017-02-01",0.5,"",""
"2017-03-01",0.63,"",""
"2017-04-01",0.75,"",""
"2017-05-01",0.75,"",""
"2017-06-01",0.88,"",""
"2017-07-01",1,"",""
"2017-08-01",1,"",""
"2017-09-01",1,"",""
"2017-10-01",1,"",""
"2017-11-01",1,"",""
"2017-12-01",1.15,"",""
"2018-01-01",1.25,"",""
"2018-02-01",1.25,"",""
"2018-03-01",1.33,"",""
"2018-04-01",1.5,"",""
"2018-05-01",1.5,"",""
"2018-06-01",1.64,"",""
"2018-07-01",1.75,"",""
"2018-08-01",1.75,"",""
"2018-09-01",1.78,"",""
"2018-10-01",2,"",""
"2018-11-01",2,"",""
"2018-12-01",2.1,"",""
"2019-01-01",2.25,"",""
"2019-02-01",2.25,"",""
"2019-03-01",2.25,"",""
"2019-04-01",2.25,"",""
"2019-05-01",2.25,"",""
"2019-06-01",2.25,"",""
"2019-07-01",2.25,"",""
"2019-08-01",2,"Mid-Cycle Adjustment","The Fed lowered the range to 2.00%–2.25%, its first cut since 2008, amid trade uncertainty and slowing global growth."
"2019-09-01",1.9,"",""
"2019-10-01",1.74,"",""
"2019-11-01",1.5,"",""
"2019-12-01",1.5,"",""
"2020-01-01",1.5,"",""
"2020-02-01",1.5,"",""
"2020-03-01",0.53,"Pandemic Emergency Cuts","Two emergency cuts totaling 1.50 percentage points returned the target range to 0%–0.25% as the COVID-19 crisis struck the economy."
"2020-04-01",0,"",""
"2020-05-01",0,"",""
"2020-06-01",0,"",""
"2020-07-01",0,"",""
"2020-08-01",0,"",""
"2020-09-01",0,"",""
"2020-10-01",0,"",""
"2020-11-01",0,"",""
"2020-12-01",0,"",""
"2021-01-01",0,"",""
"2021-02-01",0,"",""
"2021-03-01",0,"",""
"2021-04-01",0,"",""
"2021-05-01",0,"",""
"2021-06-01",0,"",""
"2021-07-01",0,"",""
"2021-08-01",0,"",""
"2021-09-01",0,"",""
"2021-10-01",0,"",""
"2021-11-01",0,"",""
"2021-12-01",0,"",""
"2022-01-01",0,"",""
"2022-02-01",0,"",""
"2022-03-01",0.12,"Inflation Fight Begins","The Fed raised the range to 0.25%–0.50%, beginning an unusually rapid tightening cycle intended to control inflation."
"2022-04-01",0.25,"",""
"2022-05-01",0.69,"",""
"2022-06-01",1.13,"",""
"2022-07-01",1.6,"",""
"2022-08-01",2.25,"",""
"2022-09-01",2.48,"",""
"2022-10-01",3,"",""
"2022-11-01",3.7,"",""
"2022-12-01",4.02,"",""
"2023-01-01",4.25,"",""
"2023-02-01",4.49,"",""
"2023-03-01",4.57,"",""
"2023-04-01",4.75,"",""
"2023-05-01",4.98,"",""
"2023-06-01",5,"",""
"2023-07-01",5.04,"Tightening Cycle Peak","The final quarter-point increase brought the target range to 5.25%–5.50%, its highest level since 2001."
"2023-08-01",5.25,"",""
"2023-09-01",5.25,"",""
"2023-10-01",5.25,"",""
"2023-11-01",5.25,"",""
"2023-12-01",5.25,"",""
"2024-01-01",5.25,"",""
"2024-02-01",5.25,"",""
"2024-03-01",5.25,"",""
"2024-04-01",5.25,"",""
"2024-05-01",5.25,"",""
"2024-06-01",5.25,"",""
"2024-07-01",5.25,"",""
"2024-08-01",5.25,"",""
"2024-09-01",5.05,"Easing Cycle Begins","With inflation moderating and employment risks increasing, the Fed cut the target range by half a percentage point to 4.75%–5.00%."
"2024-10-01",4.75,"",""
"2024-11-01",4.56,"",""
"2024-12-01",4.4,"",""
"2025-01-01",4.25,"",""
"2025-02-01",4.25,"",""
"2025-03-01",4.25,"",""
"2025-04-01",4.25,"",""
"2025-05-01",4.25,"",""
"2025-06-01",4.25,"",""
"2025-07-01",4.25,"",""
"2025-08-01",4.25,"",""
"2025-09-01",4.14,"",""
"2025-10-01",3.98,"",""
"2025-11-01",3.75,"",""
"2025-12-01",3.58,"",""
"2026-01-01",3.5,"",""
"2026-02-01",3.5,"",""
"2026-03-01",3.5,"",""
"2026-04-01",3.5,"",""
"2026-05-01",3.5,"",""
"2026-06-01",3.5,"",""
"2026-07-01",3.5,"",""
"2026-08-01",3.5,"",""
"2026-09-01",3.54,"Fed Reverses Course","After three cuts in late 2025 lowered the range to 3.50%–3.75%, the Fed raised it by a quarter point to 3.75%–4.00% because inflation remained elevated."
